index,quote_text
10697,"If I'm talking to a guy who's straight and cute and single, I'm like, ""Are you a unicorn?"""
10699,One of my first jobs was on a lesbian cruise. I was the ship comedian for the Lesbian Love Boat.
10706,"I didn't know if I was going to mention my period on stage, but then I figured, if Richard Pryor had a period, he would talk about it."
10722,"Why do they think ""fat dyke"" is an insult? To me that means, ""I'm-a eat fried chicken and pussy."""
10723,"Like when Jay Leno made jokes about Koreans eating dog, but the hidden messages, our invisibility, is more harmful to us than any of those fools on ""board""."
10795,"Humbling was a nice word, Rahel thought. Humbling along without a care in the world."
10841,"With usenet gone, we just don't teach our kids entertainment-level hyperbole any more."
10854,"One of the most difficult tasks men can perform, however much others may despise it, is the invention of good games and it cannot be done by men out of touch with their instinctive selves."
11098,Nothing like a little judicious levity.
11146,"Fifteen men on the dead man's chest — Yo-ho-ho, and a bottle of rum!Drink and the devil had done for the rest — Yo-ho-ho, and a bottle of rum!"
11164,"I've a grand memory for forgetting, David."
11236,"England is the paradise of individuality, eccentricity, heresy, anomalies, hobbies, and humors."
11251,"The young man who has not wept is a savage, and the old man who will not laugh is a fool."
11331,Ready to split his sides with laughing.
11334,"In me the need to talk is a primary impulse, and I can't help saying right off what comes to my tongue."
11350,"""You are a villain and a scoundrel,"" said Don Quixote, ""and you are the one who is vacant and foolish; I have more upstairs than the whore who bore you ever did""."
11420,My thoughts ran a wool-gathering; and I did like the countryman who looked for his ass while he was mounted on his back.
11494,"I know it's weird, but it does make it easier to write poetry in perl."
11528,And I don't like doing silly things (except on purpose).
11640,Think of prototypes as a funny markup language--the interpretation is left up to the rendering engine.
11648,"Hey, if pi == 3, and three == 0, does that make pi == 0?"
11655,There's some entertainment value in watching people juggle nitroglycerin.
11664,"Well, you know, Hubbard had a bunch of people sworn to commit suicide when he died. So of course he never officially died..."
11676,I'd make people say 'use Fork;' if I thought I could get away with it.
11708,One thing I do understand is that people get scared when I start thinking out loud.
11717,"if (rsfp = mypopen('/bin/mail root','w')) { /* heh, heh */"
11748,*** The previous line contains the naughty word '$&amp;'.\nif /(ibm|apple|awk)/; # :-)
11821,O for a life of Sensations rather than of Thoughts!
11878,"Bards of Passion and of Mirth,Ye have left your souls on earth!Have ye souls in heaven too,Double-lived in regions new?"
11883,Music's golden tongueFlatter'd to tears this aged man and poor.
11918,Sometimes I talk to myself fluently in languages I'm unfamiliar with... just to screw with my subconscious.
11976,Impropriety is the soul of wit.
11987,I am a little shy of any assumption of moral indignation. There is always in it an element of self-satisfaction which makes it awkward to anyone who has a sense of humour.
11994,"He made one laugh sometimes by speaking the truth, but this is a form of humour which gains its force only by its unusualness; it would cease to amuse if it were commonly practised."
12011,I have not been afraid of excess: excess on occasion is exhilarating. It prevents moderation from acquiring the deadening effect of a habit.
12014,"You are not angry with people when you laugh at them. Humour teaches tolerance, and the humorist, with a smile and perhaps a sigh, is more likely to shrug his shoulders than to condemn."
12029,"""Aren't you missing a lot of fun? You know, one's young for such a little while."""
12045,"Considering how foolishly people act and how pleasantly they prattle, perhaps it would be better for the world if they talked more and did less."
12067,"'I sometimes think,' said the Eternal, 'that the stars never shine more brightly than when reflected in the muddy waters of a wayside ditch.'"
12131,Vulgarity is the garlic in the salad of charm.
12142,"The Pobble who has no toesHad once as many as we;When they said, ""Some day you may lose them all;""—He replied, — ""Fish fiddle de-dee!"""
12145,"Pussy said to the Owl, ""You elegant fowl!How charmingly sweet you sing!O let us be married! too long we have tarried:But what shall we do for a ring?"""
12147,"""Dear pig, are you willing to sell for one shillingYour ring?"" Said the Piggy, ""I will."""
